消费账号,接口密钥名称,消费接口,消费模型,消费金额,代金券后消费金额,输入消费数,输出消费数,总消费数,消费时间,消费结果
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,70839,870,71709,2026-03-24 19:00-20:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,19490,0,19490,2026-03-24 18:00-19:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,77960,0,77960,2026-03-24 18:00-19:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,106724,1002,107726,2026-03-24 18:00-19:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,43371,0,43371,2026-03-24 16:00-17:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,367677,0,367677,2026-03-24 16:00-17:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,208635,11577,220212,2026-03-24 16:00-17:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,47242,0,47242,2026-03-24 15:00-16:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,140299,0,140299,2026-03-24 15:00-16:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,33378,2475,35853,2026-03-24 15:00-16:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,97955,0,97955,2026-03-24 11:00-12:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,23646,0,23646,2026-03-24 11:00-12:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,26286,1256,27542,2026-03-24 11:00-12:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,215501,0,215501,2026-03-24 10:00-11:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,21614,0,21614,2026-03-24 10:00-11:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,37027,1477,38504,2026-03-24 10:00-11:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,209364,0,209364,2026-03-23 20:00-21:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,1645130,0,1645130,2026-03-23 20:00-21:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,6411842,101869,6513711,2026-03-23 20:00-21:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,686754,0,686754,2026-03-23 19:00-20:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,104315,0,104315,2026-03-23 19:00-20:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,880404,37168,917572,2026-03-23 19:00-20:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,117576,0,117576,2026-03-23 18:00-19:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,19596,0,19596,2026-03-23 18:00-19:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,372968,2574,375542,2026-03-23 18:00-19:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,60806,0,60806,2026-03-23 17:00-18:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,457495,0,457495,2026-03-23 17:00-18:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,924628,23946,948574,2026-03-23 17:00-18:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,45975,0,45975,2026-03-23 16:00-17:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,431112,0,431112,2026-03-23 16:00-17:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,276120,17376,293496,2026-03-23 16:00-17:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,2011810,0,2011810,2026-03-23 15:00-16:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,178041,0,178041,2026-03-23 15:00-16:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,3630056,87104,3717160,2026-03-23 15:00-16:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,82450,0,82450,2026-03-23 14:00-15:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,1729972,0,1729972,2026-03-23 14:00-15:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,499283,87335,586618,2026-03-23 14:00-15:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,450524,0,450524,2026-03-23 11:00-12:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,21713,0,21713,2026-03-23 11:00-12:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,338632,8058,346690,2026-03-23 11:00-12:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,21542,0,21542,2026-03-23 10:00-11:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,409290,0,409290,2026-03-23 10:00-11:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,328945,33118,362063,2026-03-23 10:00-11:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,350531,0,350531,2026-03-22 21:00-22:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,67449,0,67449,2026-03-22 21:00-22:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,211833,3406,215239,2026-03-22 21:00-22:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,74227,0,74227,2026-03-22 20:00-21:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,519946,0,519946,2026-03-22 20:00-21:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,304761,15966,320727,2026-03-22 20:00-21:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,253446,0,253446,2026-03-22 09:00-10:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,37597,0,37597,2026-03-22 09:00-10:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,73215,6794,80009,2026-03-22 09:00-10:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,27142,0,27142,2026-03-21 16:00-17:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,183071,0,183071,2026-03-21 16:00-17:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,56383,1525,57908,2026-03-21 16:00-17:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,1413646,0,1413646,2026-03-21 15:00-16:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,62731,0,62731,2026-03-21 15:00-16:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,3662271,43846,3706117,2026-03-21 15:00-16:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,19490,0,19490,2026-03-21 14:00-15:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,21919,0,21919,2026-03-21 14:00-15:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,11548,552,12100,2026-03-21 14:00-15:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,153645,0,153645,2026-03-21 10:00-11:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,32398,0,32398,2026-03-21 10:00-11:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,124217,8553,132770,2026-03-21 10:00-11:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,43274,0,43274,2026-03-21 09:00-10:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,26545,0,26545,2026-03-21 09:00-10:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,363,2358,2721,2026-03-21 09:00-10:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,358271,0,358271,2026-03-20 21:00-22:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,57930,0,57930,2026-03-20 21:00-22:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,65815,7674,73489,2026-03-20 21:00-22:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,29141,0,29141,2026-03-20 20:00-21:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,97250,0,97250,2026-03-20 20:00-21:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,69461,1156,70617,2026-03-20 20:00-21:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,971233,0,971233,2026-03-20 18:00-19:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,163595,0,163595,2026-03-20 18:00-19:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,829317,8455,837772,2026-03-20 18:00-19:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,1060285,0,1060285,2026-03-20 17:00-18:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,76391,0,76391,2026-03-20 17:00-18:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,978976,12348,991324,2026-03-20 17:00-18:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,21438,0,21438,2026-03-20 16:00-17:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,121,176,297,2026-03-20 16:00-17:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,24493,0,24493,2026-03-20 11:00-12:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,155377,0,155377,2026-03-20 11:00-12:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,17067,1107,18174,2026-03-20 11:00-12:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,750023,0,750023,2026-03-19 21:00-22:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,150025,0,150025,2026-03-19 21:00-22:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,689059,11065,700124,2026-03-19 21:00-22:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,147533,0,147533,2026-03-19 20:00-21:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,573891,0,573891,2026-03-19 20:00-21:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,653900,3941,657841,2026-03-19 20:00-21:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,2409191,0,2409191,2026-03-19 19:00-20:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,264246,0,264246,2026-03-19 19:00-20:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,5477514,35855,5513369,2026-03-19 19:00-20:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,442413,0,442413,2026-03-19 18:00-19:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,41987,0,41987,2026-03-19 18:00-19:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,567117,3708,570825,2026-03-19 18:00-19:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,1347233,0,1347233,2026-03-19 17:00-18:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,256796,0,256796,2026-03-19 17:00-18:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,2016457,46131,2062588,2026-03-19 17:00-18:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,1402435,0,1402435,2026-03-19 16:00-17:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,293693,0,293693,2026-03-19 16:00-17:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,1735543,46352,1781895,2026-03-19 16:00-17:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,56156,0,56156,2026-03-19 15:00-16:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,390922,0,390922,2026-03-19 15:00-16:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,179925,8421,188346,2026-03-19 15:00-16:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,460589,0,460589,2026-03-19 14:00-15:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,106108,0,106108,2026-03-19 14:00-15:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,743068,14786,757854,2026-03-19 14:00-15:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,20059,0,20059,2026-03-19 13:00-14:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,139,226,365,2026-03-19 13:00-14:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.7,0.0000,0.0000,26323,0,26323,2026-03-19 11:00-12:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.7,0.0000,0.0000,128415,0,128415,2026-03-19 11:00-12:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.7,0.0000,0.0000,16311,1322,17633,2026-03-19 11:00-12:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,64362,0,64362,2026-03-19 09:00-10:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,25538,44,25582,2026-03-19 09:00-10:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,65658,0,65658,2026-03-19 08:00-09:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,959469,0,959469,2026-03-19 08:00-09:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,793564,5307,798871,2026-03-19 08:00-09:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,1585899,0,1585899,2026-03-18 22:00-23:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,4419626,39401,4459027,2026-03-18 22:00-23:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,201356,0,201356,2026-03-18 21:00-22:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,4675643,0,4675643,2026-03-18 21:00-22:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,8080162,51122,8131284,2026-03-18 21:00-22:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,68345,0,68345,2026-03-18 20:00-21:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,192102,0,192102,2026-03-18 20:00-21:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,237221,3508,240729,2026-03-18 20:00-21:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,981502,0,981502,2026-03-18 16:00-17:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,193733,0,193733,2026-03-18 16:00-17:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,1167514,8520,1176034,2026-03-18 16:00-17:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,136436,0,136436,2026-03-18 15:00-16:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,1948943,0,1948943,2026-03-18 15:00-16:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,2299280,15642,2314922,2026-03-18 15:00-16:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,1327228,0,1327228,2026-03-18 14:00-15:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,62347,0,62347,2026-03-18 14:00-15:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,1921575,9428,1931003,2026-03-18 14:00-15:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,2849472,0,2849472,2026-03-18 13:00-14:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,167842,0,167842,2026-03-18 13:00-14:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,4751951,60537,4812488,2026-03-18 13:00-14:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,1768396,0,1768396,2026-03-18 11:00-12:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,81282,0,81282,2026-03-18 11:00-12:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,3292699,40558,3333257,2026-03-18 11:00-12:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,74599,0,74599,2026-03-18 10:00-11:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,39525,0,39525,2026-03-18 10:00-11:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,10017,2562,12579,2026-03-18 10:00-11:00,SUCCESS
主账号,coding_plan,code_plan_purchase,subscribe,0.0000,0.0000,<nil>,<nil>,0,2026-03-18 10:00-11:00,SUCCESS
